Code,Cities,State,Airport_Name
12947,Newport News/Hampton,VA,Langley AFB
12948,Lufkin,TX,Angelina County
12951,Lafayette,LA,Lafayette Regional Paul Fournet Field
12953,New York,NY,LaGuardia
12954,Long Beach,CA,Long Beach Airport
12955,LaGrange,GA,LaGrange-Callaway
12956,La Grande,OR,La Grande/Union County
12961,Longmont,CO,Longmont Municipal
12965,Logan,UT,Logan Cache
12968,Lost Harbor,AK,Lost Harbor Airport
12971,Lancaster,OH,Fairfield County
12973,Lake Havasu City,AZ,Lake Havasu City Airport
12974,Lock Haven,PA,William T. Piper Memorial
12976,La Junta,CO,La Junta Municipal
12979,Limon,CO,Limon Municipal
12982,Lihue,HI,Lihue Airport
12983,Long Island,AK,Long Island Airport
12992,Little Rock,AR,Bill and Hillary Clinton Nat Adams Field
12993,Livengood,AK,Livengood Airport
12995,Hinesville,GA,Wright AAF/Midcoast Regional
12996,Limestone,ME,Loring International
12999,Lake Jackson,TX,Brazoria County
13001,Lebanon,MO,Floyd W Jones Lebanon
13002,Seattle,WA,Lake Union Terminal
13003,Kulik Lake,AK,Kulik Lake Airport
13008,Lake Placid,NY,Lake Placid Airport
13009,Lakeview,OR,Lake County
13015,Mount Holly,NJ,South Jersey Regional
13016,Lake Minchumina,AK,Lake Minchumina Airport
13023,Louisville,MS,Louisville Winston County
13024,Klamath Falls,OR,Crater Lake Klamath Regional
13026,Lander,WY,Hunt Field
13028,Lonely,AK,Lonely AS
13029,Lincoln,NE,Lincoln Airport
13030,Land O' Lakes,WI,Kings Land O' Lakes
13031,Wise,VA,Lonesome Pine
13032,Lancaster,PA,Lancaster Airport
13033,Lanett,AL,Lanett Regional
13034,Lanai,HI,Lanai Airport
13038,Laredo,TX,Laredo Municipal
13039,Lovelock,NV,Derby Field
13044,Louisville,KY,Bowman Field
13046,London/Corbin,KY,London-Corbin Airport-Magee Field
13049,Lompoc,CA,Lompoc Airport
13052,La Porte,IN,La Porte Municipal
13055,Lopez Island,WA,Lopez Island Airport
13057,Little Port Walter,AK,Little Port Walter Airport
13058,Pickens,SC,Pickens County
13061,Laredo,TX,Laredo International
13063,Jacksonville,AR,Little Rock AFB
13064,Loring,AK,Loring Airport
13069,Moses Lake,WA,Larson AFB
13070,Lathrop,CA,Sharpe AFF
13072,Las Cruces,NM,Las Cruces International
13075,Lexington,KY,Blue Grass Station AHP
13076,La Crosse,WI,La Crosse Regional
13077,Columbus,GA,Lawson AAF
13080,Los Banos,CA,Los Banos Municipal
13083,Lost River,AK,Lost River 1
13087,Las Vegas,NV,Nellis AFB
13097,Altus,OK,Altus AFB
13102,Phoenix,AZ,Luke AFB
13105,Cincinnati,OH,Cincinnati Municipal Lunken Field
13106,Laurel,MS,Hesler-Noble Field
13109,Kalaupapa,HI,Kalaupapa Airport
13111,Cape Lisburne,AK,Cape Lisburne LRRS
13115,Lime Village,AK,Lime Village Airport
13117,Livermore,CA,Livermore Municipal
13118,Livingston,MT,Livingston Airport
13120,Las Vegas,NM,Las Vegas Municipal
13121,Lewisburg,WV,Greenbrier Valley
13122,Lawrence,KS,Lawrence Regional
13123,Lawrenceburg,TN,Lawrenceburg-Lawrence County
13124,Wells,NV,Wells Municipal/Harriet Field
13125,Lawrence,MA,Lawrence Municipal
13127,Lewiston,ID,Lewiston Nez Perce County
13128,Lewistown,MT,Lewistown Municipal
13129,Lawrenceville,IL,Lawrenceville-Vincennes International
13132,Lexington,NE,Jim Kelly Field
13135,Leadville,CO,Lake County
13139,Lynchburg,VA,Lynchburg Regional/Preston Glenn Field
13144,Ely,MN,Ely Municipal
13151,Lawrenceville,GA,Gwinnett County - Briscoe Field
13152,Edgartown,MA,Katama Airpark
13155,Macon,GA,Macon Downtown
13157,Madera,CA,Madera Municipal
13158,Midland/Odessa,TX,Midland International Air and Space Port
13173,Malden,MO,Malden Regional
13176,Mayaguez,PR,Eugenio Maria de Hostos
13182,Manistee/Ludington,MI,Manistee County-Blacker
13184,Saginaw/Bay City/Midland,MI,MBS International
13188,Moberley,MO,Omar N Bradley
13191,McComb,MS,McComb/Pike County/John E. Lewis Field
13192,Sacramento,CA,McClellan Airfield
13193,Mackinac Island,MI,Mackinac Island Airport
13194,Merced,CA,Merced Yosemite Regional
13195,Tampa,FL,Macdill AFB
13196,McGrath,AK,McGrath Airport
13198,Kansas City,MO,Kansas City International
13200,McCook,NE,McCook Ben Nelson Regional
13201,McKinley Park,AK,Denali
13203,Macon,GA,Middle Georgia Regional
13204,Orlando,FL,Orlando International
13211,Mason City,IA,Mason City Municipal
13214,San Antonio,TX,Martindale AHP
13217,Midland/Odessa,TX,Midland Airpark
13219,Medford,WI,Taylor County
13221,Carbondale,IL,Southern Illinois
13223,Madras,OR,Madras Municipal
13226,Middleton Island,AK,Middleton Island Airport
13228,Medfra,AK,Medfra Airport
13230,Harrisburg,PA,Harrisburg International
13232,Chicago,IL,Chicago Midway International
13234,Midway Island,TT,Sand Island Field
13236,Rangeley,ME,Stephen A Bean Municipal
13241,Meridian,MS,Key Field
13242,Meadville,PA,Port Meadville
13244,Memphis,TN,Memphis International
13246,Manteo,NC,Dare County Regional
13249,Atwater,CA,Castle
13251,Minden,NV,Minden-Tahoe
13255,Mansfield,OH,Mansfield Lahm Regional
13256,Mission/McAllen/Edinburg,TX,McAllen International
13259,Mesquite,NV,Mesquite Airport
13260,Marshfield,WI,Marshfield Municipal
13264,Medford,OR,Rogue Valley International - Medford
13266,Fort Worth,TX,Mangham Field
13268,Melfa,VA,Accomack County
13271,Michigan City,IN,Michigan City Municipal Phillips Field
13273,Marietta,GA,Dobbins ARB
13275,Montgomery,NY,Orange County
13277,Montgomery,AL,Montgomery Regional
13280,Moultrie/Thomasville,GA,Moultrie/Thomasville Airport
13282,Morgantown,WV,Morgantown Municipal Walter L Bill Hart Field
13283,Dayton,OH,Dayton-Wright Brothers
13287,Mitchell,SD,Mitchell Municipal
13290,Manhattan/Ft. Riley,KS,Manhattan Regional
13291,Marshall,MO,Marshall Memorial Municipal
13292,Minchumina,AK,Minchumina Airport
13295,Sacramento,CA,Sacramento Mather
13296,Manchester,NH,Manchester Boston Regional
13297,Mojave,CA,Mojave Air and Space Port Rutan Field
13300,Greenville,MI,Greenville Municipal
13301,Holland,MI,West Michigan Regional
13302,Howell,MI,Livingston County Spencer J. Hardy
13303,Miami,FL,Miami International
13304,Minot,ND,Minot AFB
13305,Minneapolis,MN,Crystal
13307,Muncie/Anderson/Newcastle,IN,Delaware County Regional
13314,Miami,OK,Miami Regional
13316,Omaha,NE,Millard
13319,Shafter,CA,Shafter - Minter Field
13321,Millville,NJ,Millville Municipal
13322,Marshalltown,IA,Marshalltown Municipal
13335,Jackson,MN,Jackson Airport
13338,Toms River,NJ,Ocean County
13341,Kansas City,MO,Kansas City Downtown Wheeler Field
13342,Milwaukee,WI,General Mitchell International
13344,Muskegon,MI,Muskegon County
13347,Hoolehua,HI,Molokai
13348,Jackson,TN,Jackson Regional
13350,Muskogee,OK,Muskogee Davis Regional
13354,Mankato,MN,Mankato Regional
13360,Melbourne,FL,Melbourne Orlando International
13361,McAlester,OK,McAlester Regional
13362,Malad City,ID,Malad City Airport
13364,Milford,UT,Milford Municipal/Ben and Judy Briscoe Field
13367,Moline,IL,Quad Cities International
13368,Malta,MT,Malta Airport
13369,Marshall,AK,Marshall Don Hunter Sr.
13375,Miles City,MT,Frank Wiley Field
13376,Millinocket,ME,Millinocket Municipal
13377,Monroe,LA,Monroe Regional
13381,Manley Hot Springs,AK,Manley Hot Springs Airport
13388,Mammoth Lakes,CA,Mammoth Lakes Airport
13389,Athens,TN,McMinn County
13392,Marshall,MN,Southwest Minnesota Regional-Marshall/Ryan Field
13394,Stow,MA,Minute Man Air Field
13397,Columbia,SC,McEntire Jngb
13398,Morristown,NJ,Morristown Municipal
13401,Fosston,MN,Fosston Municipal Anderson Field
13402,Moose Lake,MN,Moose Lake Carlton County
13403,Ortonville,MN,Ortonville Municipal-Martinson Field
13409,Marinette,MI,Menominee Regional
13410,Marion,OH,Marion Municipal
13415,Minto,AK,Minto Al Wright
13418,Manassas,VA,Manassas Regional/Harry P. Davis Field
13419,Mosby,MO,Midwest National Air Center
13420,Washington,MO,Washington Regional
13422,Mobile,AL,Mobile Regional
13424,Modesto,CA,Modesto City-County-Harry Sham Field
13429,Mount Pleasant,MI,Mount Pleasant Municipal
13431,Morristown,TN,Moore-Murrell
13432,Moses Point,AK,Moses Point Airport
13433,Minot,ND,Minot International
13434,Mountain Village,AK,Mountain Village Airport
13439,Miami,FL,Watson Island International
13440,Montpelier,ID,Montpelier Airport
13441,Morrilton,AR,Petit Jean Park
13446,Mt. Pocono,PA,Pocono Mountains Regional
13447,McPherson,KS,McPherson Airport
13448,Mount Pleasant,TX,Mount Pleasant Municipal
13450,Montpelier/Barre,VT,Edward F Knapp State
13452,Macomb,IL,Macomb Municipal
13453,Indianapolis,IN,Indianapolis Regional
13459,Marquette,MI,Marquette Sawyer Regional
13461,Smyrna,TN,Smyrna Airport
13463,Martinsburg,WV,Eastern WV Regional/Shepherd Field
13464,Columbia,TN,Maury County Regional
13466,Morehead City,NC,Beaufort Morehead City
13467,Anchorage,AK,Merrill Field
13469,Marco Island,FL,Marco Island Executive
13470,Morganton,NC,Morganton Lenoir
13476,Monterey,CA,Monterey Regional
13478,Grenada,MS,Grenada Municipal
13480,Mesa,AZ,Falcon Field
13484,Muscle Shoals,AL,Northwest Alabama Regional
13485,Madison,WI,Dane County Regional-Truax Field
13486,Missoula,MT,Missoula Montana
13487,Minneapolis,MN,Minneapolis-St Paul International
13490,Massena,NY,Massena International-Richards Field
13493,Monticello,NY,Sullivan County International
13495,New Orleans,LA,Louis Armstrong New Orleans International
13497,Colstrip,MT,Colstrip Airport
13498,Mt. Clemens,MI,Selfridge Angb
13501,Marathon,FL,The Florida Keys Marathon International
13502,Montrose/Delta,CO,Montrose Regional
13504,Metlakatla,AK,Metlakatala
13505,Baltimore,MD,Martin State
13506,Mattoon/Charleston,IL,Coles County Memorial
13507,Montauk Point,NY,Sky Portal
13512,Manitowoc,WI,Manitowoc County
13513,Fairbanks,AK,Metro Field
13520,Kamuela,HI,Waimea-Kohala
13523,Moultrie,GA,Spence
13525,Mountain Home,ID,Mountain Home AFB
13527,Muscatine,IA,Muscatine Municipal
13535,Morrisville,VT,Morrisville Stowe State
13536,Kayenta,AZ,Kayenta Airport
13537,Mount Vernon,IL,Mount Vernon Airport
13540,Burlington/Mount Vernon,WA,Skagit Regional
13541,Martha's Vineyard,MA,Martha's Vineyard Airport
13543,Marion/Herrin,IL,Veterans Airport of Southern Illinois
13544,Milwaukee,WI,Lawrence J Timmerman
13546,Moses Lake,WA,Grant County International
13547,Mineral Wells,TX,Mineral Wells Regional
13548,Windom,MN,Windom Municipal
13549,Middletown,OH,Middletown Regional/Hook Field
13553,Monticello,UT,Monticello Airport
13554,Maxton,NC,Laurinburg-Maxton
13555,Montgomery,AL,Maxwell AFB
13556,Marlboro,MA,Marlboro Airport
13564,McCarthy,AK,McCarthy Airport
13570,San Diego,CA,Montgomery Gibbs Executive
13572,Marble Canyon,AZ,Cliff Dwellers
13574,May Creek,AK,May Creek Airport
13575,McCall,ID,McCall Municipal
13577,Myrtle Beach,SC,Myrtle Beach International
13579,Mekoryuk,AK,Mekoryuk Airport
13580,Marysville,CA,Yuba County
13587,Marana,AZ,Pinal Airpark
13595,Marion,IN,Marion Municipal McKinney Field
13596,Pottstown,PA,Pottstown Municipal
13597,Robbinsville,NJ,Trenton-Robbinsville
13599,North Adams,MA,Harriman-and-West
13612,New Orleans,LA,New Orleans NAS JRB
13613,Newburgh,NY,Newburgh Airport
13617,Glenview,IL,Glenview NAS
13619,Gastonia,NC,Gastonia Municipal
13620,Smithfield,NC,Johnston Regional
13621,Shelby,NC,Shelby-Cleveland County Regional
13622,Currituck,NC,Currituck County Regional
13623,Kenansville,NC,Duplin County
13629,Chenega,AK,Chenega Bay
13630,North Kingstown,RI,Quonset State Air Reserve National Guard Helipad
13632,Marietta,GA,Dobbins ARB
13637,Kindred,ND,Robert Odegaard Field
13645,Gothenburg,NE,Gothenburg Municipal
13646,Blair,NE,Blair Exec
13647,Brunswick,GA,Glynco NAS
13650,Lakehurst,NJ,Lakehurst/Maxfield Field
13655,New Orleans,LA,Lakefront
13656,Fallon,NV,Fallon NAS
13659,Grand Canyon,AZ,North Rim
13662,Kaneohe,HI,Kaneohe Bay MCAS
13663,Guam,TT,Agana NAS
13665,Corpus Christi,TX,Corpus Christi NAS
13667,Norfolk,VA,Norfolk NS
13668,Alameda,CA,Alameda NAS
13671,Patuxent River,MD,Patuxent River NAS
13674,Brunswick,ME,Brunswick Executive
13676,Nikolai,AK,Nikolai Airport
13678,Niblack,AK,Niblack Airport
13681,Ninilchik,AK,Ninilchik Airport
13682,Jacksonville,FL,Jacksonville NAS
13685,Berlin,NJ,Pine Valley
13686,West Creek,NJ,Eagles Nest
13689,El Centro,CA,El Centro NAF
13693,Naukiti,AK,Naukiti Airport
13697,Cherry Point,NC,Cherry Point MCAS
13698,Nichen Cove,AK,Nichin Cove Seaplane Base
13700,San Diego,CA,Miramar MCAS
13702,Lemoore,CA,Lemoore NAS
13704,Nelson Lagoon,AK,Nelson Lagoon Airport
13710,Nightmute,AK,Nightmute Airport
13714,Naknek,AK,Naknek Airport
13715,Nondalton,AK,Nondalton Airport
13725,Novato,CA,Gnoss Field
13728,Pensacola,FL,Pensacola NAS
13731,Newport,RI,Newport State
13732,Millington,TN,Millington Memphis
13733,Kingsville,TX,Kingsville NAS
13736,Key West,FL,Key West NAS
13739,Mayport,FL,Mayport NS
13740,Afton,OK,Grand Lake Regional
13743,Ceiba,PR,Roosevelt Roads NAS
13747,Milton,FL,Whiting Field NAS North
13748,Camp Springs,MD,Joint Base Andrews
13750,Titusville,FL,Space Florida Launch Landing Facility
13756,Port Hueneme,CA,Point Mugu NAS
13763,Oceana,VA,Oceana NAS
13767,Nuiqsut,AK,Nuiqsut Airport
13768,Nulato,AK,Nulato Airport
13769,Pensacola,FL,Saufley Field NOLF
13770,Nunapitchuk,AK,Nunapitchuk Airport
13771,Mountain View,CA,Moffett Federal Airfield
13772,Whidbey Island,WA,Whidbey Island NAS
13773,Overton,NV,Perkins Field
13775,Nevada,MO,Nevada Municipal
13780,Willow Grove,PA,Willow Grove NAS JRB
13781,Kingston,NY,Kingston Ulster
13782,Fulton,NY,Oswego County
13783,Oneonta,NY,F and F Airpark Inc
13784,New York,NY,New York City Metropolitan Area
13785,Yuma,AZ,Yuma MCAS/Yuma International
13788,Jacksonville,FL,Cecil
13789,Santa Ana,CA,El Toro MCAS
13790,South Weymouth,MA,South Weymouth NAS
13791,San Diego,CA,North Island NAS
13792,Redding,CA,Benton Field
13795,Jacksonville/Camp Lejeune,NC,Albert J Ellis
13796,Oakland,CA,Oakland International
13805,Oakland,MD,Garrett County
13806,Kobuk,AK,Kobuk Airport
13808,Ocean City,MD,Ocean City Municipal
13809,Ocala,FL,Ocala International-Jim Taylor Field
13810,Nacogdoches,TX,Nacogdoches A L Mangham Jr Regional
13811,Oceanic,AK,Thumb Bay
13813,Oceanside,CA,Bob Maxwell Memorial Airfield
13814,Washington,NC,Washington Warren
13819,Oakland,MD,Oakland Airport
13821,Oak Harbor,WA,Delaurentis
13824,Omaha,NE,Offutt AFB
13825,Norfolk,NE,Norfolk Regional/Karl Stefan Memorial Field
13826,Ofu,TT,Ofu Airport
13827,Ogallala,NE,Searle Field
13828,Orangeburg,SC,Orangeburg Municipal
13829,Ogden,UT,Ogden-Hinckley
13830,Kahului,HI,Kahului Airport
13832,Ogdensburg,NY,Ogdensburg International
13833,Washington Court House,OH,Fayette County
13834,Bellefontaine,OH,Bellefontaine Regional
13835,Chillicothe,OH,Ross County
13836,Marysville,OH,Union County
13837,Cincinnati,OH,Cincinnati - Blue Ash
13838,Ravenna,OH,Portage County
13839,Kent,OH,Kent State University
13841,Northeast Cape,AK,Northeast Cape AFS
13845,Norwich,NY,Eaton
13848,Olathe,KS,Johnson County Executive
13851,Oklahoma City,OK,Okc Will Rogers International
13854,Kokomo/Logansport/Peru,IN,Kokomo Municipal
13861,Olean,NY,Cattaraugus County-Olean
13862,Wolf Point,MT,L. M. Clayton
13863,Old Harbor,AK,Old Harbor Airport
13865,Olympia,WA,Olympia Regional
13868,Nogales,AZ,Nogales International
13869,Columbus,NE,Columbus Municipal
13870,Olive Branch,MS,Olive Branch Taylor Field
13871,Omaha,NE,Eppley Airfield
13873,Nome,AK,Nome Airport
13876,Omak,WA,Omak Airport
13881,Winona,MN,Winona Municipal/Max Conrad Field
13884,Oneonta,NY,Albert S Nader Regional
13886,O'Neill,NE,The O'Neill Municipal-John L. Baker Field
13887,Socorro,NM,Socorro Municipal
13888,Onion Bay,AK,Onion Bay Airport
13889,Ontario,OR,Ontario Municipal
13890,Newport,OR,Newport Municipal
13891,Ontario,CA,Ontario International
13893,Cobol,AK,Cobol Alaska/Scaled/
13894,Toksook,AK,Toksook Bay
13898,Miami,FL,Miami Opa Locka Executive
13899,Ophir,AK,Ophir Airport
13901,McDonald Lake,AK,McDonald Lake Airport
13902,Bible Camp,AK,Bible Camp Airport
13903,Cinder River Lodge,AK,Cinder River Lodge Airport
13905,Lemesurier Island,AK,Lemesurier Island Airport
13906,Tracy Arm,AK,Tracy Arm Airport
13908,Vrems,AK,Vrems Airport
13909,Akolik,AK,Akolik Airport
13910,Mels,AK,Mels Airport
13911,Meshik,AK,Meshik Airport
13912,Telaquana Lake,AK,Telaquana Lake Airport
13913,Chelatna Lake Lodge,AK,Chelatna Lake Lodge Airport
13914,Pumice,AK,Pumice Airport
13915,Port Alsworth,AK,Points Alsworth
13916,Twin Lakes,AK,Twin Lakes Airport
13917,Sandy,AK,Sandy Airport
13920,Shirleyville,AK,Shirleyville Airport
13921,Doug Carney Strip,AK,Doug Carney Strip Airport
13922,Shisholik,AK,Shisholik Airport
13923,Sivinuvik,AK,Camp Sivinuvik
13924,American Creek,AK,American Creek Airport
13925,Grants Pass,OR,Grants Pass Airport
13926,Gleneden,OR,Siletz Bay State
13927,Florence,OR,Florence Municipal
13930,Chicago,IL,Chicago O'Hare International
13931,Norfolk,VA,Norfolk International
13933,Worcester,MA,Worcester Regional
13934,Port Lions,AK,Port Lions Airport
13936,Orlando,FL,Orlando Exec
13940,Northway,AK,Northway Airport
13942,Noorvik,AK,Robert/Bob/Curtis Memorial
13946,Osage Beach,MO,Grand Glaize - Osage Beach
13947,Oscoda,MI,Oscoda-Wurtsmith
13949,Oshkosh,WI,Wittman Regional
13958,Columbus,OH,Ohio State University
13959,Kosciusko,MS,Kosciusko/Attala County
13963,Worthington,MN,Worthington Municipal
13964,North Bend/Coos Bay,OR,Southwest Oregon Regional
13965,Ottumwa,IA,Ottumwa Regional
13968,Anacortes,WA,Anacortes Airport
13970,Kotzebue,AK,Ralph Wien Memorial
13976,Norman,OK,University of Oklahoma/Max Westheimer
13981,Oroville,CA,Oroville Municipal
13982,Owatonna,MN,Owatonna Degner Regional
13983,Owensboro,KY,Owensboro Daviess County Regional
13984,Norwood,MA,Norwood Memorial
13987,Waterbury,CT,Waterbury Oxford
13988,Oxnard/Ventura,CA,Oxnard
13989,Knoxville,IA,Knoxville Municipal
13994,Yosemite National Park,CA,Yosemite National Park Airport
13995,Ozona,TX,Ozona Municipal
13999,Ozark,AL,Cairns AAF
14000,Montrose,PA,Husky Haven
14001,Bedford,PA,Bedford County
14004,Everett,WA,Seattle Paine Field International
14006,Paducah,KY,Barkley Regional
14007,Hanapepe,HI,Port Allen
14009,Panama City,FL,Tyndall AFB
14011,Palo Alto,CA,Palo Alto Airport
14013,Palmer,AK,Warren Bud Woods Palmer Municipal
14021,Point Barrow,AK,Point Barrow LRRS
14024,Pine Bluff,AR,Pine Bluff Regional Airport Grider Field
14025,Plattsburgh,NY,Plattsburgh International
14027,West Palm Beach/Palm Beach,FL,Palm Beach International
14028,Pack Creek,AK,Pack Creek Airport
14034,Pikeville,KY,Pike County Hatcher Field
14037,Portage Creek,AK,Portage Creek Airport
14039,Prairie Du Chien,WI,Prairie Du Chien Municipal
14040,Painter Creek,AK,Painter Creek Airport
14042,Porcupine Creek,AK,Porcupine Creek Airport
14044,Princeton,NJ,Princeton Airport
14046,Pedro Bay,AK,Pedro Bay Airport
14050,Atlanta,GA,Dekalb Peachtree
14054,Pendleton,OR,Eastern Oregon Regional at Pendleton
14057,Portland,OR,Portland International
14062,Pelican,AK,Pelican Seaplane Base
14070,Pecos City,TX,Pecos Municipal
14075,Paf Warren,AK,Paf Warren Airport
14077,Port Frederick,AK,Port Frederick Airport
14078,Panama City,FL,Bay County
14081,Page,AZ,Page Municipal
14082,Punta Gorda,FL,Punta Gorda Airport
14087,Pascagoula,MS,Jackson County
14088,Port Graham,AK,Port Graham Airport
14089,Pagosa Springs,CO,Stevens Field
14091,Peach Springs,AZ,Peach Springs Dirt Strip
14092,Greenville,NC,Pitt Greenville
14096,New Philadelphia,OH,Harry Clever Field
14098,Newport News/Williamsburg,VA,Newport News/Williamsburg International
14100,Philadelphia,PA,Philadelphia International
14101,Port Huron,MI,St. Clair County International
14102,Point Hope,AK,Point Hope Airport
14105,Paris,TN,Henry County
14107,Phoenix,AZ,Phoenix Sky Harbor International
14108,Peoria,IL,General Downing - Peoria International
14109,Hattiesburg/Laurel,MS,Hattiesburg-Laurel Regional
14112,St. Petersburg,FL,St Pete Clearwater International
14113,Pocatello,ID,Pocatello Regional
14114,Fairbanks,AK,Phillips Field
14116,Pine Mountain,GA,Harris County
14119,Pilot Point,AK,Pilot Point Airport
14120,Pierre,SD,Pierre Regional
14122,Pittsburgh,PA,Pittsburgh International
14125,Point Lay,AK,Point Lay LRRS
14126,Payson,AZ,Payson Airport
14129,Port San Juan,AK,Port San Juan Airport
14130,Napaskiak,AK,Napaskiak Airport
14131,Parkersburg,WV,Mid-Ohio Valley Regional
14133,Park Rapids,MN,Park Rapids Municipal-Konshok Field
14143,Plattsburgh,NY,Clinton County
14147,Point Lookout,MO,M Graham Clark Downtown
14150,Pellston,MI,Pellston Regional Emmet County
14157,Plymouth,IN,Plymouth Municipal
14160,Pembina,ND,Pembina Municipal
14162,Palmdale,CA,Palmdale USAF Plant 42
14165,Portsmouth,OH,Greater Portsmouth Regional
14167,Port Moller,AK,Port Moller Airport
14173,Paimiut,AK,Paimiut Airport
14180,Ponca City,OK,Ponca City Regional
14182,Philadelphia,PA,Northeast Philadelphia
14183,Peterson's Point,AK,Peterson's Point Airport
14193,Pensacola,FL,Pensacola International
14194,Sherman-Denison,TX,Sherman-Denison Airport
14197,Fayetteville,NC,Pope AAF
14198,La Verne,CA,Brackett Field
14199,Port Frederick,AK,Port Frederick Airport
14200,Fort Polk,LA,Maks AAF
14201,Poplar Bluff,MO,Hayes Field
14203,Pocahontas,IA,Pocahontas Municipal
14208,Polk Inlet,AK,Polk Inlet Airport
14212,Poughkeepsie,NY,Hudson Valley Regional
14215,Powell,WY,Powell Municipal
14218,Prospect Creek,AK,Prospect Creek Airport
14219,Humacao,PR,Palmas del Mar Airstrip
14221,Parsons,KS,Tri City
14222,Pago Pago,TT,Pago Pago International
14223,Pompano Beach,FL,Pompano Beach Airpark
14229,Port Protection,AK,Port Protection Airport
14231,Presque Isle/Houlton,ME,Presque Isle International
14234,Pilot Station,AK,Pilot Station Airport
14236,Paso Robles,CA,Paso Robles Municipal
14237,Prescott,AZ,Prescott Regional Ernest A Love Field
14238,Pine Ridge,SD,Pine Ridge Airport
14244,Point Retreat,AK,Coast Guard Heliport
14247,Paris,TX,Cox Field
14249,Prineville,OR,Prineville Airport
14251,Philipsburg,PA,Mid State
14252,Pasco/Kennewick/Richland,WA,Tri Cities
14254,Ponce,PR,Mercedita
14255,Pittsfield,MA,Pittsfield Municipal
14256,Petersburg,AK,Petersburg James A Johnson
14258,Dublin,VA,New River Valley
14259,Portsmouth,NH,Portsmouth International at Pease
14260,Palestine,TX,Palestine Municipal
14262,Palm Springs,CA,Palm Springs International
14265,Palacios,TX,Palacios Municipal
14268,Port Alsworth,AK,Port Alsworth Airport
14269,Port Alice,AK,Port Alice Airport
14270,Port Alexander,AK,Port Alexander Airport
14273,Port Heiden,AK,Port Heiden Airport
14275,Pontiac,MI,Oakland County International
14276,Port Armstrong,AK,Port Armstrong Airport
14277,Patterson,LA,Harry P Williams Memorial
14279,Pleasant Harbour,AK,Pleasant Harbour Airport
14280,Pittsburg,KS,Atkinson Municipal
14281,Pratt,KS,Pratt Regional
14282,Platinum,AK,Platinum Airport
14283,Porterville,CA,Porterville Municipal
14284,Pottstown,PA,Heritage Field
14288,Pueblo,CO,Pueblo Memorial
14289,Price,UT,Carbon County Regional/Buck Davis Field
14295,Poulsbo,WA,Port of Poulsbo Marina Moorage Seaplane Base
14296,Prudhoe Bay,AK,Prudhoe Bay Airport
14303,Pullman,WA,Pullman Moscow Regional
14306,Provincetown,MA,Provincetown Municipal
14307,Providence,RI,Rhode Island Tf Green International
14308,Placerville,CA,Placerville Airport
14314,Provo,UT,Provo Municipal
14315,Plainview,TX,Hale County
14316,Pope Vanoy,AK,Pope Vanoy Airport
14317,Painesville,OH,Casement
14318,Oklahoma City,OK,Wiley Post
14320,Chicago,IL,Chicago Executive
14321,Portland,ME,Portland International Jetport
14322,Big Port Walter,AK,Big and Little Port Walter
14323,Bremerton,WA,Bremerton National
14327,Port Ashton,AK,Port Ashton Airport
14331,Perry Island,AK,Perry Island Seaplane Base
14332,Plymouth,MA,Plymouth Municipal
14341,Jackpot,NV,Jackpot/Hayden Field
14344,Globe,AZ,San Carlos Apache
14345,Port Clinton,OH,Erie Ottawa International
14346,Kelleys Island,OH,Kelleys Island Land Field
14347,Lyndonville,VT,Caledonia County
14348,Houston,TX,Astrodomain Helipad
14352,Marina del Ray,CA,Marina del Ray Airport
14358,Lathrop Wells,NV,Jackass Aeropark
14359,Green River,UT,Oman Ranch
14360,Put-In-Bay,OH,Put-In-Bay Airport
14361,Middle Bass Island,OH,Middle Bass Island Airport
14365,Indian Creek,ID,Indian Creek Usfs
14366,Abilene,KS,Abilene Airport
14367,North Bass Island,OH,North Bass Island Airport
14371,Culpeper,VA,Culpeper Regional
14375,Levelland,TX,Levelland Airport
14377,Crane Island,WA,Crane Island Airport
14378,Martinsville,VA,Blue Ridge
14383,Emerald Bay,CA,Emerald Bay Airport
14386,Avalon,CA,Camp Fox
14387,Houghton,MI,Grognet Seaplane Base
14388,Houston,TX,Astroworld Helipad
14391,Houston,TX,Houston Metro-/Ho
14392,Isle Royale Park,MI,Isle Royale National Park
14395,Kona Village,HI,Kona Keahole
14397,Kennesaw,GA,Cobb County International McCollum Field
14399,Houston,TX,Marriot Helipad Hou.
14400,Mansfield,MA,Mansfield Municipal
14406,Orange,VA,Orange County
14409,Houston,TX,Post Oak Manor
14410,Pittsfield,ME,Pittsfield Municipal
14412,Keyes Point,AK,Keyes Point Airport
14413,Nimiuk Point,AK,Nimiuk Point Airport
14414,Boston,MA,Nashua Street Heliport
14415,Sealing Point,AK,Sealing Point Airport
14417,Westminster,MD,Carroll County Regional/Jack B. Poage Field
14420,Stevensville,MT,Stevensville Airport
14422,Bonners Ferry,ID,Boundary County
14423,Shingletown,CA,Shingletown Airport
14424,Woodlake,CA,Woodlake Airport
14427,Grass Valley,CA,Nevada County
14430,Peachtree City,GA,Atlanta Regional Falcon Field
14431,Window Rock,AZ,Window Rock Airport
14434,Healdsburg,CA,Healdsburg Municipal
14435,San Marcos,TX,San Marcos Regional
14438,Redondo Beach,CA,Redondo Beach Airport
14441,Southbridge,MA,Southbridge Municipal
14444,Paonia,CO,North Fork Valley
14447,Racine,WI,Batten International
14454,Riverside,CA,Riverside Municipal
